BoF
449,966,947,453,41,451,11101111,92,179,11111111,2
528,922,984,508,22,533,11101111,28,718,11111111,2
599,915,992,540,0,630,11110111,0,607,11111111,2
651,889,1016,611,0,730,11110111,0,507,11111111,8
730,828,1023,681,35,800,11110111,0,424,11111111,2
826,782,1023,713,88,861,11110111,0,340,11111111,2
909,727,1023,789,154,927,11111111,0,264,11111111,2
986,624,1023,779,499,997,11101111,0,782,11111111,2
1023,514,1023,780,647,1023,11101111,0,671,11111111,2
1023,399,1023,823,756,1023,11101111,0,570,11111111,2
1023,284,1023,808,806,1023,11101111,0,471,11111111,2
1023,220,1023,783,874,1023,11101111,0,393,11111111,2
1023,158,993,717,930,1023,11111111,0,799,11111111,2
1023,102,934,717,952,1023,11110111,94,750,11111111,11
1023,63,863,685,972,1023,11110111,189,373,11111111,2
985,37,777,638,988,996,11110111,285,623,11111111,2
932,25,679,565,996,947,11101111,376,480,11111111,2
850,21,565,527,996,887,11101111,462,435,11111111,2
767,35,411,505,996,818,11101111,560,364,11111111,2
496,65,312,434,971,604,11101111,644,303,11111111,2
414,117,225,425,931,535,11111111,739,251,11111111,2
332,179,162,357,885,462,11110111,823,279,11111111,3
255,274,115,78,807,384,11110111,911,0,11111111,2
180,363,83,36,704,303,11110111,991,357,11111111,10
116,439,69,32,606,227,11110111,1023,470,11111111,2
50,538,63,1,503,163,11101111,1023,368,11111111,2
0,628,63,290,377,104,11101111,1023,0,11111111,2
0,695,63,322,271,41,11101111,1023,0,11111111,2
0,767,63,342,164,0,11111111,1023,943,11111111,2
0,838,63,176,103,0,11110111,1023,796,11111111,2
0,900,100,426,71,0,11110111,1018,640,11111111,2
0,964,174,451,42,0,11110111,958,397,11111111,2
0,1023,340,504,31,0,11110111,886,413,11111111,2
0,1023,494,553,0,0,11101111,801,399,11111111,10
16,1023,591,610,0,0,11101111,719,322,11111111,2
85,1023,719,675,0,0,11101111,630,252,11111111,2
165,1023,795,696,144,33,11100111,529,87,11111111,2
234,1020,867,772,215,78,11100111,444,547,11111111,2
313,943,956,807,344,134,11110111,378,405,11111111,2
382,887,988,787,552,195,11110111,320,393,11111111,2
446,812,1023,1023,713,265,11111111,250,542,11111111,2
538,647,1023,803,826,350,11111111,150,787,11111111,2
604,545,1023,781,875,441,11111111,96,388,11111111,2
653,425,1023,720,928,503,11111111,27,735,11111111,10
715,293,1023,689,968,556,11111111,0,312,11111111,2
784,257,1023,639,988,630,11111111,0,509,11111111,2
825,196,1023,559,995,720,11111111,0,427,11111111,2
863,150,989,510,996,783,11111111,0,344,11111111,2
969,120,959,471,995,869,11111011,0,303,11111111,2
1023,75,893,168,919,908,11111011,0,749,11111111,2
1023,44,790,364,874,947,11111011,0,240,11111111,2
1023,27,673,77,818,986,11111111,0,140,11111111,2
1023,23,541,323,753,1023,11111111,6,594,11111111,3
1023,52,358,20,673,1023,11111111,60,674,11111111,10
1023,102,242,2,600,1023,11011111,324,847,11111111,2
1023,171,169,143,528,1023,11011111,414,637,11111111,2
1023,286,109,1,440,1023,11011111,500,1019,11111111,2
1023,403,78,20,345,1023,11011111,584,702,11111111,2
981,484,65,338,242,1001,11111111,660,690,11111111,2
918,571,63,230,81,929,11111111,751,549,11111111,2
827,668,63,444,46,857,11111011,841,475,11111111,2
737,749,63,489,40,784,11111011,901,396,11111111,2
479,823,63,511,1,561,11011111,950,821,11111111,2
389,882,81,572,0,487,11011111,1006,941,11111111,10
304,945,132,610,0,411,11011111,1023,1003,11111111,2
224,1023,242,675,0,332,11111111,1023,976,11111111,2
161,1023,440,721,73,257,11111111,1023,828,11111111,2
89,1023,573,788,151,188,11111111,1023,679,11111111,2
20,1023,670,821,269,131,11111111,1023,567,11111111,2
0,1023,756,795,373,72,11111111,1023,473,11111111,2
0,1023,830,795,471,18,11111111,983,399,11111111,2
0,999,890,798,575,0,11011111,934,326,11111111,2
0,970,945,825,735,0,11011111,864,272,11111111,2
0,917,985,822,845,0,11011111,782,229,11111111,10
0,825,1023,734,937,0,11111111,715,193,11111111,2
0,689,1023,689,962,0,11111011,637,166,11111111,2
0,559,1023,706,980,0,11111011,528,144,11111111,2
63,410,1023,582,994,3,11111011,448,123,11111111,2
153,276,1023,497,995,61,11111111,374,103,11111111,2
235,215,1023,434,973,134,11111111,301,92,11111111,2
323,170,1016,416,943,223,11111111,240,83,11111111,2
402,131,971,185,903,344,11011111,189,87,11111111,2
465,87,912,94,857,470,11011111,136,0,11111111,2
542,53,826,339,791,543,11011111,73,914,11111111,11
621,31,705,187,710,613,11111111,15,745,11111111,2
691,23,579,20,651,709,11111011,0,662,11111111,2
767,35,425,2,580,788,11111011,0,566,11111111,2
854,64,312,0,523,850,11111011,0,465,11111111,2
921,112,228,0,460,900,11111011,0,388,11111111,2
976,190,154,1,398,967,11111111,0,926,11111111,2
1023,293,101,44,339,1023,11011111,0,394,11111111,2
1023,368,81,330,268,1023,11011111,15,877,11111111,2
1023,446,67,453,42,1023,11011111,58,578,11111111,2
1023,552,63,508,31,1023,11111111,121,552,11111111,56
1023,635,62,549,0,1023,11111111,194,552,11111111,23
988,712,62,621,0,1000,11111011,251,851,11111111,2
931,796,63,656,0,955,11111011,327,568,11111111,3
846,879,80,701,41,895,11111011,410,621,11111111,2
753,948,140,712,90,825,11111111,476,522,11111111,2
661,1023,243,788,165,762,11111111,552,430,11111111,2
582,1023,368,805,276,693,11011111,644,357,11111111,2
503,1023,498,774,410,626,11011111,724,302,11111111,2
415,1023,627,786,567,558,11011111,771,249,11111111,2
338,1023,725,847,718,488,11011111,905,210,11111111,10
254,1023,788,815,787,414,11111111,967,178,11111111,2
177,1023,855,782,877,337,11111011,1022,313,11111111,2
102,972,921,731,939,264,11011011,1023,416,11111111,2
23,916,978,675,976,191,11011011,1023,686,11111111,2
0,841,1023,615,994,126,11011111,1023,823,11111111,2
0,722,1023,561,996,56,11111111,1015,760,11111111,2
0,538,1023,510,996,0,11111111,970,723,11111111,2
0,448,1023,498,996,0,11111111,904,657,11111111,2
0,343,1023,276,972,0,11111111,818,545,11111111,2
0,273,1023,416,941,0,11111111,726,453,11111111,10
0,219,1023,152,903,0,11111111,645,377,11111111,2
0,172,1020,93,862,0,11111111,541,315,11111111,2
12,135,969,342,791,0,11111111,310,263,11111111,2
75,95,910,25,704,32,11111111,253,221,11111111,2
161,54,807,258,638,94,11111111,180,186,11111111,3
243,31,653,176,553,168,10111111,115,160,11111111,2
329,27,485,1,394,274,10111101,50,137,11111111,2
411,52,338,20,331,385,10111101,9,118,11111111,2
479,92,246,327,275,467,10111101,0,658,11111111,2
557,133,197,348,159,536,10111101,0,585,11111111,11
642,208,142,425,70,622,10111101,0,422,11111111,2
716,290,102,451,42,707,10111101,0,418,11111111,2
956,372,80,497,39,875,10111101,0,334,11111111,2
1023,476,65,450,0,924,10111101,0,283,11111111,2
1023,601,63,550,0,965,11111111,0,245,11111111,2
1023,713,63,611,0,1012,11111111,43,934,11111111,2
1023,805,62,676,0,1023,11111111,108,345,11111111,2
1023,876,74,716,66,1023,11111111,194,890,11111111,2
1023,950,123,694,124,1023,11111111,283,329,11111111,2
1023,1022,226,807,234,1023,11111111,375,283,11111111,10
1019,1023,418,791,591,1023,11111111,456,368,11111111,2
956,1023,568,817,768,991,11111111,539,616,11111111,2
884,1023,676,839,867,938,11111101,606,685,11111111,2
801,1023,785,735,920,879,11111101,680,544,11111111,2
705,1020,846,713,954,811,10111101,773,462,11111111,2
613,989,890,678,974,738,10111101,863,384,11111111,2
536,961,933,681,986,664,10111101,934,327,11111111,2
455,918,975,605,993,596,10111101,987,275,11111111,2
373,881,996,536,996,530,10111101,1023,230,11111111,2
298,835,1023,534,995,459,10111101,1023,195,11111111,10
222,737,1023,501,995,384,10111101,1023,166,11111111,2
149,611,1023,286,984,309,10111101,1023,142,11111111,2
74,491,1023,411,946,236,11111111,1023,123,11111111,2
0,340,1023,318,901,171,11111111,988,269,11111111,2
0,272,1023,180,829,107,11111111,931,988,11111111,2
0,221,1023,329,761,45,11111111,862,772,11111111,3
0,171,996,21,686,0,11111111,772,665,11111111,2
0,125,953,1,581,0,11111111,671,563,11111111,2
0,80,886,0,478,0,11111101,559,478,11111111,2
0,53,799,162,362,0,11111101,474,394,11111111,10
0,30,646,361,148,0,11111101,403,329,11111111,2
0,30,469,282,51,0,10111101,335,977,11111111,2
40,54,348,449,44,0,10111101,265,613,11111111,2
147,105,241,475,42,48,10111101,63,904,11111111,2
220,182,159,509,33,106,10111101,0,860,11111111,2
291,277,113,539,0,184,10111101,0,688,11111111,2
367,379,80,610,0,282,10111101,0,588,11111111,2
433,483,65,676,0,393,10111101,0,391,11111111,2
500,570,63,775,166,482,10111101,0,452,11111111,2
581,668,63,809,308,561,11111111,0,352,11111111,11
657,744,63,794,471,663,11111111,0,315,11111111,2
724,827,63,835,674,762,11111111,0,265,11111111,2
874,896,86,804,802,882,11111111,0,573,11111111,2
949,951,128,774,896,945,11111111,25,987,11111111,2
1023,1002,214,712,953,1021,11111111,77,782,11111111,2
1023,1023,343,706,980,1023,11111101,146,854,11111111,2
1023,1023,514,571,994,1023,11111101,231,722,11111111,2
1023,1023,598,469,995,1023,11111101,309,601,11111111,2
1023,1023,680,495,995,1023,11111101,374,505,11111111,2
1010,1023,748,436,964,994,11111101,441,415,11111111,10
964,1023,808,285,926,931,11111101,514,347,11111111,2
906,1023,841,361,879,860,11111101,596,289,11111111,2
826,998,903,20,672,779,11111101,680,242,11111111,2
743,947,970,2,583,702,11111101,734,205,11111111,2
655,882,1011,147,505,625,11111101,791,173,11111111,2
562,791,1023,1,422,550,11111101,868,149,11111111,2
469,607,1023,24,334,472,11111101,922,128,11111111,3
383,501,1023,332,252,393,11111101,952,112,11111111,2
302,390,1023,352,150,317,11111101,962,97,11111111,2
219,282,1023,389,95,244,10111101,962,99,11111111,10
140,239,1023,428,64,181,10111101,951,954,11111111,2
59,180,1016,455,41,117,10111101,928,804,11111111,2
0,125,951,530,1,54,10111101,886,954,11111111,2
0,80,891,591,0,0,10111101,824,854,11111111,2
0,49,796,706,0,0,10111101,750,691,11111111,2
0,33,689,714,47,0,10111101,650,585,11111111,2
0,26,547,688,106,0,11111111,554,502,11111111,2
0,45,390,782,159,0,11111111,506,403,11111111,2
0,84,265,930,261,0,11111111,468,485,11111111,2
0,145,192,812,359,0,11111111,445,670,11111111,10
53,228,134,779,578,0,11111111,409,753,11111111,2
144,323,93,803,706,29,11111111,379,622,11111111,2
226,424,73,862,766,82,11111111,357,586,11111111,2
292,518,63,686,766,144,11111111,357,486,11111111,2
366,602,63,669,753,236,11111111,357,408,11111111,2
434,699,63,731,752,322,11111111,357,337,11111111,2
495,793,63,664,749,405,11111111,357,283,11111111,2
557,874,81,637,718,491,11111111,357,241,11111111,2
695,937,128,625,716,673,11111111,357,201,11111111,2
761,1023,244,622,714,746,11111111,357,171,11111111,11
824,1023,520,620,641,815,11111111,357,146,11111111,2
893,1023,637,610,599,887,11111111,357,125,11111111,2
962,1023,703,621,591,947,11111111,357,108,11111111,2
1023,1023,779,570,520,1004,11111111,357,0,11111111,2
1023,974,790,570,520,1023,11111111,357,0,11111111,2
1023,882,790,570,520,1023,11111111,357,0,11111111,2
1023,752,744,570,520,1023,11111111,357,0,11111111,2
1023,607,643,570,520,1023,11111111,357,0,11111111,3
1017,582,605,570,520,1015,11111111,357,0,11111111,2
967,582,604,570,520,959,11111111,357,0,11111111,10
892,582,604,570,520,888,11111111,357,0,11111111,2
801,582,604,570,520,808,11111111,357,0,11111111,2
707,582,604,570,520,730,11111111,357,0,11111111,2
617,582,603,570,520,653,11111111,357,0,11111111,2
539,582,603,570,520,577,11111111,357,0,11111111,10
464,582,603,570,520,506,11111111,357,0,11111111,2
385,582,603,570,520,430,11111111,357,0,11111111,2
303,582,603,570,520,354,11111111,357,0,11111111,2
EOF
